BUSINESS_NAME,RATING,REVIEW_TEXT
Yummy Kitchen,4,i dont know how they did it. but they made greasy incredibly delicious. everythings awesome but as i noticed how oily the onion rings were every time i picked one up i completely forgot the second it was in my mouth.everything was awesome!!!!!
Rosticeria Cancun,5,great vibe great drinks
Neptune Oyster,3,"subpar pizza with subpar employees  after midnight  the employees do not care for the common person and overcharge everything. zero selection at that point. rude and dismissive, generally"
Moko Japanese Cuisine,5,"really its the hostess fault. the hostess was incredibly rude to my wife. we should have just left when she behaved that way to her, but it was late and we were hungry. aside from that the food was tremendously oversalted so the bad food added insult to injury. i think the mongolian beef was the only thing that was okay, but the sides of rice just arent cooked well or perhaps it is just old rice cooked in the morning or the day before so since i was there late at night we got stale rice?. this was a few months back and i just remembered i wanted to leave this review so that your hostess are trained not to treat customers like were trash especially since were minorities, and we are well aware that we never see anglos get treated with the slightest hint of disrespect at any restuarant, and certainly not a pf changs. ive been to pf changs in stamford ct, and seattle wa, and this is the first time i had a bad experience. needless to say ill never go back."
Boston Pizza & Seafood,5,hipstery place with live music. music talent is hit or miss. so is the food. and the place is busy so...so is the chance of getting a seat. drinks are expensive.
Sip Wine Bar and Kitchen,5,went in to eat but nobody could speak english to help us. amazing that you have a resturaunt in america and cannot serve americans because of a language barrier
Trophy Room,4,food and service were great. we had a group of 6 and left very happy.
Frontera Grill,1,cool bbq in boston
The Chateau Restaurant Norwood,4,get the red velvet shake!! kind of expensive
wagamama seaport,3,the food is good. i love their thai rolls and crab rangoons and the shumai is great!
Regina Pizzeria,1,"you will be turned away if you dont have a table reservation, and although the place opens at 5pm on the night we went, the band doesnt start playing until 8pm. so, until 8pm, we went out to eat elsewhere. when we did get back, the staff was nice, and we found seats quickly. the bartender was very nice and madetook our drinks quickly we ordered the hingway daquiri and the beehive honey brew. the ambiance was great and the music was lovely. however, the band did take over a half hour break after only an hour of playing, which made us leave earlier than we hoped for. all and all, we will go again, but we would want to hear more jazz than we did."
Da Vinci Bistro,5,one of the best pizzas in town.  hands down great place
Jook Sing Cafe,4,"lucky strike is definitely a place to relax. bowling on the top floor with some pool table. then second floor is the gaming center. with nice variety from classic game like pacman to connect four, shooter games, to racing games. air hockey to skeeball. drinks are alright. personally i would stick to getting beers. overall its a great time."
Caffe Lil Italy,5,go there for the soup!the people who work there are so sweet!
Monument Restaurant & Tavern,4,"elegant authentic cuban fair, mojitos to die for"
Alibi,4,ordered thai spicy eggplant and panang curry with ice tea and lychee juice.lychee juice was good.not a great fan of the eggplant and panang curry. just ok
Hungry Tiger Pizza,5,"wow what a find during our stay in boston. small, somewhat crowded place with efficient pleasant server she was a one woman band of waiting on tables, answering phone and getting food for take out orders. peking duck, crispy dried beef, cold sesame noodles and dumplings all delicious. would highly recommend giving this place a try"
McCormick & Schmick's,5,"nice place, food was good, service a bit slow, but ok. will be back for sure."
Sweet Rice Charlestown Thai Sushi,5,"ive eaten here a couple of times and the food is excellent, the atmosphere is good, and the staff are professional.  almost but not quite five stars."
Punjab Palace,5,"very beautiful views, the entire area is great."
Hurricane's at the Garden,5,small menu
Slate Bar & Grill,5,they have zero gravity in big cans.
Frontera Grill,5,"this place is clean, fast service and taste of the drink is right."
Chuck E. Cheese,4,plenty of choices for lunch. steak tips are my favorite
Wingz & Tingz,4,lobster ravioli. yummmmmmmmmm
La Parrilla Restaurant,4,"had beer, the grilled squid for an appetizer, and their chicken and waffles. all were very delicious, but the squid was particularly good. service was above average."
Chutneys Boston,5,"the best italian food in massachusetts. the ambiance and amazing service are an added bonus. the food might seem expensive, but it is worth every penny."
Hurricane's at the Garden,5,the food was delicious and hot
Banners Kitchen & Tap,4,"small things bother me at panera. they have good food, good bread, but when one asks for a ceasar salad, is it so difficult to put some ceasar dressing on it? and 2.50 for a small can of orange juice?"
Bohemios Restaurant & Bar,3,the food was horrible and so is the service... i would have given it no stars if it was up to me...
Salvatore's,4,my dog was welcomed in this starbucks as well 
Gaga Seafood Restaurant,3,"fantastic italian food and some of the best ive ever had in the north end in boston! if youre unsure of what to order, ask them and you cant possibly go wrong. they do a great job and will treat you very well."
Kayuga,5,"delicious and innovative cocktails.  grilled octopus was the most tender i have ever had.  the chicken was tender, juicy and delicious.  loved everything.  great job using the outside space, plenty of seating and lots of room.  will be coming back for more."
Shed’s BBQ,1,"it was an amazing visit!!! food, staff, atmosphere all were outstanding!!!"
Flann O'Brien's,5,good omelets
Black Seed Cafe & Grill,4,"great location, plenty of seating at lunch, and as always, great customer service at merc desk."
